ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8560,B,Ship,0.5,1,0.2682926829268293,2.0,medium,F,-0.6666666666666666,-0.7631210091885999,0
8561,C,Ship,0.5,4,0.08536585365853659,2.5,medium,M,-0.16666666666666666,-0.8288428593676997,1
8562,F,Ship,0.5,1,0.6951219512195121,2.0,low,F,-0.3333333333333333,-0.7101697554897991,1
8563,D,Ship,0.0,4,0.18292682926829268,2.0,low,M,0.0,-0.9655816850957795,1
8564,F,Ship,-0.5,2,-0.45121951219512196,-1.0,high,M,0.3333333333333333,0.1554275035041271,0
8565,A,Ship,-0.5,2,-0.25609756097560976,-1.0,low,M,-0.6666666666666666,0.20246067590717956,1
8566,B,Ship,-0.5,4,-0.5975609756097561,-1.0,medium,M,-1.0,0.49711882884285935,0
8567,C,Ship,0.0,5,-0.3780487804878049,1.0,low,M,-0.6666666666666666,0.5394798318019001,0
8568,F,Ship,0.0,2,-0.6463414634146342,0.0,low,F,0.16666666666666666,0.07257436536365053,0
8569,D,Ship,-1.0,5,0.2926829268292683,-1.0,low,F,-0.16666666666666666,0.36629808441052797,1
8570,F,Ship,-0.5,5,-0.2804878048780488,1.0,low,M,-0.8333333333333334,0.32019934589627785,1
8571,A,Ship,-0.5,1,-0.5975609756097561,0.0,low,M,0.5,0.5214141099517209,0
8572,B,Ship,-0.5,5,0.23170731707317074,-1.0,medium,F,-0.8333333333333334,0.013705030369101387,0
8573,C,Ship,0.0,4,0.24390243902439024,-1.0,medium,F,0.16666666666666666,0.4968073508799252,0
8574,F,Ship,0.0,3,0.4634146341463415,0.0,medium,F,0.5,0.5148730727301043,1
8575,D,Ship,-0.5,2,-0.7195121951219512,0.0,low,M,-1.0,0.49275813736178165,1
8576,F,Ship,-0.5,1,0.6707317073170732,2.5,medium,F,-0.5,0.04391839277371126,0
8577,A,Ship,0.0,1,0.12195121951219512,-1.0,low,F,-0.16666666666666666,0.09500077869490733,1
8578,B,Ship,0.5,4,0.1951219512195122,0.0,medium,M,-0.16666666666666666,0.03363961999688522,0
8579,C,Ship,0.0,5,0.47560975609756095,0.0,low,F,-1.0,0.3902818875564554,0
8580,F,Ship,0.5,1,-0.4024390243902439,0.0,low,F,-0.6666666666666666,0.3018221460831646,0
8581,D,Ship,0.0,2,0.23170731707317074,1.0,high,F,-0.16666666666666666,0.3448061049680735,0
8582,F,Ship,0.0,4,0.35365853658536583,2.0,medium,M,0.5,0.06447593832736334,0
8583,A,Ship,0.5,5,0.6951219512195121,-1.0,medium,M,-0.16666666666666666,0.19903441831490423,1
8584,B,Ship,0.0,3,-0.975609756097561,1.0,low,M,0.16666666666666666,0.22737891294190937,1
8585,C,Ship,-0.5,2,-0.7317073170731707,2.5,high,F,0.16666666666666666,0.5176763743965115,1
8586,F,Ship,1.0,4,0.0975609756097561,2.5,low,F,-1.0,0.516741940507709,1
8587,D,Ship,-0.5,5,0.45121951219512196,2.5,medium,M,0.3333333333333333,0.564709546799564,0
8588,F,Ship,0.0,5,0.3048780487804878,0.0,low,M,-0.16666666666666666,0.313035352748793,1
8589,A,Ship,0.5,1,-0.036585365853658534,0.0,low,M,0.0,0.45008565643980686,1
8590,B,Ship,-0.5,2,-0.23170731707317074,2.5,low,F,0.3333333333333333,0.0333281420339511,0
8591,C,Ship,0.0,5,0.12195121951219512,2.5,medium,F,0.0,0.11586980221149354,1
8592,F,Ship,0.0,4,-0.8536585365853658,2.5,medium,M,-0.16666666666666666,0.0750661890671235,1
8593,D,Ship,0.0,1,-0.573170731707317,1.0,high,M,0.0,0.34729792867154646,0
8594,F,Ship,-0.5,3,-0.3170731707317073,1.0,medium,M,-1.0,0.045787260551315996,1
8595,A,Ship,-1.0,4,0.3780487804878049,-1.0,medium,F,0.5,0.3862326740383118,0
8596,B,Ship,-1.0,1,-0.024390243902439025,-1.0,high,F,0.16666666666666666,-0.006541037221616571,0
8597,C,Ship,-0.5,5,0.3170731707317073,0.0,low,F,-0.16666666666666666,0.4650365986606448,0
8598,F,Ship,0.5,1,0.14634146341463414,2.0,medium,M,-0.6666666666666666,-0.8534496184394954,0
8599,D,Ship,1.0,3,0.7804878048780488,1.0,low,F,0.3333333333333333,-0.8662202149197944,0
8600,F,Ship,0.0,1,0.21951219512195122,2.0,medium,M,0.16666666666666666,-0.687120386232674,0
8601,A,Ship,1.0,5,0.8902439024390244,1.0,low,M,0.16666666666666666,-0.8360068525151846,0
8602,B,Ship,0.0,5,0.17073170731707318,2.0,low,M,-0.3333333333333333,-0.8646628251051238,1
8603,C,Ship,0.5,5,0.21951219512195122,2.0,low,M,-1.0,-0.9412864039869179,0
8604,F,Ship,1.0,5,1.146341463414634,1.0,low,M,-0.5,-0.9179255567668587,0
8605,D,Road,1.5,1,0.8902439024390244,1.0,low,M,-1.0,-0.7752686497430307,0
8606,F,Road,1.0,5,0.3902439024390244,1.0,medium,M,-0.8333333333333334,-0.7998754088148263,0
8607,A,Road,0.0,1,0.5853658536585366,2.5,low,F,-0.6666666666666666,-0.7223173960442298,1
8608,B,Road,1.0,5,0.7439024390243902,1.0,low,F,-0.16666666666666666,-0.7092353216009968,0
8609,C,Road,0.5,3,0.2682926829268293,2.0,medium,M,0.5,-0.7846129886310543,0
8610,F,Road,0.5,2,0.08536585365853659,2.5,medium,M,-0.5,-0.6843170845662669,1
8611,D,Road,0.5,4,0.17073170731707318,2.0,low,F,0.3333333333333333,-0.8098427036287182,1
8612,F,Road,0.0,5,0.24390243902439024,2.0,low,F,-1.0,-0.6721694440118362,1
8613,A,Road,0.5,1,0.34146341463414637,2.0,low,M,0.3333333333333333,-0.7419405077090796,0
8614,B,Road,1.5,1,1.1341463414634145,1.0,low,F,0.16666666666666666,-0.875253075844884,0
8615,C,Road,1.0,3,0.5609756097560976,1.0,low,M,-0.5,-0.8693349945491357,0
8616,F,Road,0.0,5,0.3048780487804878,2.0,low,M,0.0,-0.862482479364585,0
8617,D,Road,1.0,4,1.1097560975609757,1.0,low,F,-1.0,-0.8612365675128485,0
8618,F,Road,0.5,2,0.4878048780487805,2.5,low,F,-0.3333333333333333,-0.684628562529201,0
8619,A,Road,-1.0,1,0.5365853658536586,2.0,low,F,0.3333333333333333,-0.8101541815916524,1
8620,B,Road,0.5,3,0.6463414634146342,2.5,low,M,0.5,-0.9724342002803301,0
8621,C,Road,0.0,2,0.3902439024390244,2.0,low,F,0.5,-0.7565799719669833,0
8622,F,Road,0.0,2,0.3902439024390244,2.0,low,M,0.3333333333333333,-0.9166796449151222,1
8623,D,Road,0.0,2,0.573170731707317,2.0,medium,M,-0.3333333333333333,-0.9581062139853606,1
8624,F,Road,0.5,1,0.3048780487804878,2.0,low,F,-0.16666666666666666,-0.7269895654882417,0
8625,A,Road,0.5,3,0.3780487804878049,2.0,low,M,0.16666666666666666,-0.8341379847375798,0
8626,B,Road,0.5,3,0.2804878048780488,2.0,medium,F,-0.8333333333333334,-0.7101697554897991,1
8627,C,Flight,1.5,3,1.1341463414634145,1.0,low,M,-1.0,-0.7338420806727924,1
8628,F,Flight,0.5,2,0.4634146341463415,2.0,low,F,0.5,-0.8039246223329699,0
8629,D,Flight,0.5,5,0.13414634146341464,2.0,low,M,0.0,-0.9285158075066189,0
8630,F,Flight,1.0,4,0.5365853658536586,1.0,low,F,0.0,-0.7547111041893786,1
8631,A,Flight,1.5,1,0.4878048780487805,1.0,medium,M,-0.16666666666666666,-0.8939417536209313,1
8632,B,Flight,0.5,3,0.21951219512195122,2.0,low,F,-1.0,-0.7207600062295593,1
8633,C,Flight,1.5,1,0.5,1.0,medium,F,-0.6666666666666666,-0.8406790219591964,0
8634,F,Flight,0.5,1,0.25609756097560976,2.0,low,F,0.5,-0.6942843793801589,0
8635,D,Flight,1.5,5,0.6707317073170732,1.0,medium,M,-0.8333333333333334,-0.796449151222551,0
8636,F,Flight,1.0,2,0.35365853658536583,1.0,low,M,-0.5,-0.7416290297461454,0
8637,A,Flight,1.5,2,0.47560975609756095,1.0,low,M,-1.0,-0.8892695841769195,1
8638,B,Flight,0.5,1,0.6341463414634146,2.0,medium,F,-0.8333333333333334,-0.7322846908581218,0
8639,C,Flight,0.5,3,-0.7317073170731707,1.0,low,F,-0.6666666666666666,-0.9602865597258994,1
8640,F,Flight,0.0,3,0.3780487804878049,2.0,low,M,-0.5,-0.8344494627005139,0
8641,D,Flight,0.0,5,0.7439024390243902,2.0,medium,F,0.16666666666666666,-0.951876654726678,1
8642,F,Flight,1.0,1,0.573170731707317,1.0,medium,M,0.5,-0.890515496028656,1
8643,A,Flight,0.0,5,0.7195121951219512,2.0,low,M,-0.8333333333333334,-0.8434823236256035,0
8644,B,Flight,1.0,4,1.0853658536585367,2.0,low,M,-0.3333333333333333,-0.9201059025073977,1
8645,C,Flight,0.5,1,0.5,2.0,low,M,-0.6666666666666666,-0.8020557545553653,1
8646,F,Flight,0.0,4,0.13414634146341464,2.0,low,F,-1.0,-0.8325805949229093,1
8647,D,Flight,0.0,5,0.23170731707317074,2.5,low,M,0.16666666666666666,-0.9260239838031459,0
8648,F,Flight,1.0,1,0.8658536585365854,1.0,low,F,-0.6666666666666666,-0.8413019778850647,1
8649,A,Ship,0.5,5,0.7073170731707317,1.0,medium,M,0.5,-0.8615480454757826,1
8650,B,Ship,1.5,5,0.7195121951219512,1.0,medium,M,0.3333333333333333,-0.8783678554742252,1
8651,C,Ship,0.0,3,0.47560975609756095,2.5,low,F,-0.5,-0.735399470487463,1
8652,F,Ship,1.0,2,0.7926829268292683,1.0,medium,F,-0.5,-0.9347453667653014,0
8653,D,Ship,0.0,2,0.25609756097560976,2.0,low,M,0.16666666666666666,-0.9743030680579349,0
8654,F,Ship,0.0,1,0.5,2.0,low,F,0.3333333333333333,-0.7338420806727924,1
8655,A,Ship,1.5,5,1.0609756097560976,1.0,low,F,0.0,-0.7543996262264445,0
8656,B,Ship,1.5,1,0.3780487804878049,1.0,medium,M,-0.5,-0.7774489954835695,1
8657,C,Ship,1.5,5,0.6219512195121951,1.0,low,F,-1.0,-0.7936458495561439,0
8658,F,Ship,0.0,4,0.4634146341463415,2.0,medium,M,-0.8333333333333334,-0.6709235321600997,1
8659,D,Ship,1.0,1,0.8170731707317073,1.0,medium,M,-0.8333333333333334,-0.796449151222551,0
8660,F,Ship,1.0,2,0.6707317073170732,1.0,medium,F,0.5,-0.9291387634324871,0
8661,A,Ship,0.0,2,0.6951219512195121,2.0,medium,M,-0.5,-0.783678554742252,1
8662,B,Ship,0.5,2,0.3048780487804878,2.0,medium,F,-0.16666666666666666,-0.8671546488085968,1
8663,C,Ship,1.5,5,0.9634146341463414,1.0,low,F,-0.8333333333333334,-0.9559258682448217,1
8664,F,Ship,0.0,1,-0.5975609756097561,2.0,medium,F,-1.0,0.006541037221616571,1
8665,D,Ship,-0.5,3,-0.14634146341463414,1.0,low,F,0.3333333333333333,0.239215075533406,0
8666,F,Ship,0.0,4,-0.15853658536585366,0.0,low,F,-0.8333333333333334,0.3849867621865753,0
8667,A,Ship,0.5,5,-0.6463414634146342,0.0,low,F,-0.3333333333333333,0.1722473135025697,0
8668,B,Ship,0.5,5,-0.25609756097560976,0.0,low,F,-0.6666666666666666,0.2765924310855007,0
8669,C,Ship,-0.5,1,-0.7560975609756098,0.0,low,M,-1.0,0.24918237034729793,1
8670,F,Ship,0.0,4,-0.3048780487804878,-1.0,medium,M,-0.6666666666666666,0.5257748014327986,1
8671,D,Ship,-0.5,1,-0.6707317073170732,0.0,low,M,0.5,0.19778850646316773,1
8672,F,Ship,0.5,1,0.5487804878048781,0.0,low,M,-1.0,0.49088926958417695,0
8673,A,Ship,-0.5,2,0.12195121951219512,0.0,medium,M,0.16666666666666666,0.5357420962466906,0
8674,B,Ship,0.0,4,-0.5121951219512195,-1.0,medium,F,-0.6666666666666666,0.43264289051549604,1
8675,C,Ship,0.0,5,-0.8048780487804879,0.0,medium,F,-0.3333333333333333,0.3323469864507086,0
8676,F,Ship,0.0,3,0.7317073170731707,0.0,medium,F,0.16666666666666666,0.03955770129263354,0
8677,D,Ship,-0.5,1,-0.08536585365853659,1.0,low,F,0.3333333333333333,0.541971655505373,0
8678,F,Ship,0.0,5,-0.6707317073170732,2.0,medium,F,-0.8333333333333334,0.46877433421585424,1
8679,A,Ship,-0.5,1,-0.1951219512195122,0.0,low,M,-0.6666666666666666,0.2541660177542439,1
8680,B,Ship,0.0,5,-0.21951219512195122,-1.0,medium,F,-0.6666666666666666,0.42236411773867,0
8681,C,Ship,0.5,1,-0.9390243902439024,-1.0,low,M,0.3333333333333333,0.13424700202460677,1
8682,F,Ship,-0.5,3,-0.2682926829268293,0.0,medium,M,-0.5,0.4142656907023828,0
8683,D,Ship,-0.5,4,0.0,0.0,low,F,-1.0,0.48995483569537457,0
8684,F,Ship,1.0,3,0.6463414634146342,1.0,medium,M,-0.8333333333333334,0.5506930384675284,1
8685,A,Ship,-0.5,5,-0.10975609756097561,0.0,medium,F,0.3333333333333333,0.12957483258059493,1
8686,B,Ship,-1.0,4,-1.3658536585365855,1.0,medium,F,-0.16666666666666666,0.3961999688522037,0
8687,C,Ship,-0.5,2,-0.7804878048780488,-1.0,medium,M,-0.3333333333333333,0.34729792867154646,0
8688,F,Ship,0.5,1,-0.4634146341463415,0.0,low,M,-0.6666666666666666,0.5513159943933966,0
8689,D,Ship,-0.5,3,-0.5487804878048781,0.0,high,M,-1.0,0.15511602554119297,0
8690,F,Ship,0.0,4,-0.7682926829268293,0.0,medium,F,-0.3333333333333333,0.18159165239059336,0
8691,A,Ship,-0.5,5,0.35365853658536583,0.0,low,M,-1.0,0.14764055443077403,0
8692,B,Ship,0.0,2,-0.7804878048780488,-1.0,low,F,-0.8333333333333334,0.358822613300109,0
8693,C,Ship,0.0,3,0.18292682926829268,-1.0,low,M,-0.16666666666666666,0.023983803145927424,1
8694,F,Ship,1.0,2,-0.6097560975609756,1.0,low,M,-0.16666666666666666,0.34729792867154646,0
8695,D,Ship,-0.5,5,0.07317073170731707,0.0,low,F,0.3333333333333333,0.47438093754866845,1
8696,F,Ship,-0.5,1,-0.32926829268292684,0.0,medium,M,0.0,0.14265690702382808,0
8697,A,Ship,0.5,4,0.5,0.0,low,F,-1.0,0.5064631677308831,1
8698,B,Ship,0.5,4,0.4634146341463415,0.0,medium,M,-0.8333333333333334,0.004049213518143592,0
8699,C,Ship,0.5,5,0.34146341463414637,1.0,medium,F,-0.8333333333333334,0.37688833515028813,0
8700,F,Ship,-0.5,1,-0.6341463414634146,0.0,low,M,0.0,0.2878056377511291,0
8701,D,Ship,-0.5,2,0.06097560975609756,0.0,medium,M,-1.0,0.23952655349634014,1
8702,F,Ship,0.0,2,0.4146341463414634,0.0,low,M,-0.8333333333333334,0.2737891294190936,1
8703,A,Ship,0.0,3,0.17073170731707318,0.0,medium,F,-1.0,0.39215075533406013,1
8704,B,Ship,0.0,4,-0.7926829268292683,-1.0,medium,F,-0.8333333333333334,0.5394798318019001,0
8705,C,Ship,-0.5,5,-0.0975609756097561,0.0,medium,F,0.3333333333333333,0.4989876966204641,0
8706,F,Ship,-0.5,1,-0.12195121951219512,0.0,medium,M,-0.5,0.14639464257903753,1
8707,D,Ship,0.5,3,0.0975609756097561,1.0,medium,M,-0.8333333333333334,-0.027721538701136895,0
8708,F,Ship,-0.5,5,0.4146341463414634,-1.0,medium,M,-1.0,-0.01277059648029902,1
8709,A,Ship,-0.5,3,0.13414634146341464,0.0,medium,F,0.0,0.2529201059025074,1
8710,B,Ship,-0.5,2,0.36585365853658536,-1.0,high,F,0.3333333333333333,-0.002180345740538857,0
8711,C,Ship,-1.0,3,-0.36585365853658536,1.0,medium,M,-0.6666666666666666,0.17754243887244978,0
8712,F,Ship,0.0,5,0.10975609756097561,0.0,low,M,0.3333333333333333,0.4672169444011836,1
8713,D,Ship,0.0,2,-0.9878048780487805,2.5,medium,F,0.3333333333333333,0.22737891294190937,0
8714,F,Ship,0.0,3,-0.6097560975609756,1.0,medium,M,-1.0,0.03363961999688522,0
8715,A,Ship,-0.5,5,0.0975609756097561,1.0,medium,F,0.3333333333333333,0.030524840367543996,0
8716,B,Ship,-1.0,1,-0.1951219512195122,-1.0,low,M,0.16666666666666666,0.0541971655505373,0
8717,C,Ship,0.5,5,-0.1951219512195122,0.0,low,F,-0.3333333333333333,0.18844416757514407,1
8718,F,Ship,0.5,1,-0.25609756097560976,2.5,medium,F,-0.5,0.5653325027254322,0
8719,D,Ship,0.5,1,-0.7926829268292683,0.0,low,F,0.3333333333333333,0.31895343404454135,1
8720,F,Ship,0.0,4,0.6219512195121951,1.0,medium,F,-0.16666666666666666,0.14265690702382808,1
8721,A,Ship,-0.5,3,-0.32926829268292684,-1.0,low,F,0.0,0.2211493536832269,0
8722,B,Ship,0.0,5,-0.1951219512195122,-1.0,medium,F,0.3333333333333333,-0.01277059648029902,0
8723,C,Ship,-0.5,4,-0.45121951219512196,0.0,medium,F,-1.0,0.2541660177542439,0
8724,F,Ship,0.5,3,0.5,1.0,low,F,-0.3333333333333333,0.5360535742096246,0
8725,D,Ship,-0.5,2,-0.8902439024390244,-1.0,medium,F,0.0,0.3370191558947204,0
8726,F,Ship,-0.5,2,-0.4146341463414634,-1.0,medium,F,-0.5,0.18969007942688054,1
8727,A,Ship,-0.5,4,0.4878048780487805,0.0,high,M,-0.5,0.5235944556922598,1
8728,B,Ship,-1.0,3,-0.036585365853658534,-1.0,medium,M,-0.8333333333333334,0.14390281887556455,0
8729,C,Ship,-0.5,4,0.2926829268292683,-1.0,medium,M,0.0,0.5684472823547734,0
8730,F,Ship,0.0,4,0.3048780487804878,0.0,medium,M,-0.16666666666666666,0.4619218190313035,0
8731,D,Ship,0.0,3,-0.47560975609756095,-1.0,medium,M,-0.6666666666666666,0.2529201059025074,1
8732,F,Ship,0.5,2,0.2926829268292683,-1.0,low,M,-0.3333333333333333,0.48403675439962623,0
8733,A,Ship,1.0,4,0.6585365853658537,1.0,medium,M,-0.3333333333333333,-0.007163993147484816,1
8734,B,Ship,0.0,5,-0.8780487804878049,-1.0,medium,M,0.5,0.3983803145927426,1
8735,C,Ship,-0.5,2,-0.34146341463414637,-1.0,medium,M,-0.6666666666666666,0.4868400560660333,0
8736,F,Ship,0.0,3,-0.7317073170731707,0.0,medium,F,-0.5,0.2236411773866999,1
8737,D,Ship,0.0,4,0.18292682926829268,-1.0,low,F,0.3333333333333333,0.47438093754866845,1
8738,F,Ship,-0.5,4,0.6097560975609756,0.0,low,M,0.16666666666666666,0.13268961220993614,1
8739,A,Ship,0.0,3,-0.21951219512195122,0.0,medium,F,0.16666666666666666,0.4335773244042984,0
8740,B,Ship,0.5,2,-0.5487804878048781,-1.0,medium,M,-0.5,0.5765457093910605,1
8741,C,Ship,-0.5,5,-0.5609756097560976,0.0,low,M,0.16666666666666666,0.5382339199501636,0
8742,F,Road,-0.5,4,0.14634146341463414,-1.0,high,F,0.16666666666666666,0.5120697710636972,0
8743,D,Road,0.5,4,-0.3048780487804878,-1.0,low,F,-0.5,0.4441675751440586,1
8744,F,Road,0.0,4,-0.3780487804878049,-1.0,low,F,0.0,0.1317551783211338,1
8745,A,Road,-0.5,1,0.17073170731707318,-1.0,low,F,0.0,0.25790375330945337,0
8746,B,Road,-0.5,2,0.5609756097560976,-1.0,low,M,0.0,0.43731505995950787,1
8747,C,Road,0.0,2,-1.2439024390243902,-1.0,medium,F,0.16666666666666666,0.14016508332035507,0
8748,F,Road,0.5,5,0.08536585365853659,0.0,medium,M,0.3333333333333333,0.3569537455225043,0
8749,D,Road,0.0,5,0.5365853658536586,0.0,low,M,0.16666666666666666,-0.03208223018221461,1
8750,F,Road,0.0,2,-0.9878048780487805,0.0,medium,F,-0.3333333333333333,0.5609718112443545,0
8751,A,Road,-0.5,1,-0.9146341463414634,0.0,low,F,-0.5,0.16103410683694128,0
8752,B,Road,0.5,1,0.45121951219512196,1.0,medium,M,0.5,0.5550537299486061,0
8753,C,Road,0.5,1,0.5365853658536586,0.0,high,M,-0.6666666666666666,0.2364117738669989,0
8754,F,Road,0.0,2,0.18292682926829268,-1.0,medium,F,0.0,0.2199034418314904,1
8755,D,Road,1.0,4,0.07317073170731707,1.0,low,M,-0.3333333333333333,0.4099049992213051,1
8756,F,Road,0.5,3,-0.6585365853658537,0.0,low,F,0.5,0.08316461610341068,1
8757,A,Road,-0.5,1,-0.7317073170731707,0.0,medium,M,-0.5,0.150132378134247,0
8758,B,Road,0.5,3,-0.2073170731707317,2.0,low,F,-1.0,0.4460364429216633,0
8759,C,Road,0.0,4,-0.8902439024390244,0.0,low,M,0.5,0.043606914810777136,0
8760,F,Road,-0.5,2,-0.18292682926829268,-1.0,medium,F,0.0,0.43046254477495716,1
8761,D,Road,0.0,3,-0.32926829268292684,2.5,low,F,0.3333333333333333,0.5366765301354929,0
8762,F,Road,-0.5,4,-0.9512195121951219,0.0,medium,M,-0.16666666666666666,0.150132378134247,0
8763,A,Road,-0.5,4,0.21951219512195122,2.0,medium,M,0.3333333333333333,0.5014795203239371,0
8764,B,Flight,-0.5,2,0.524390243902439,-1.0,low,F,0.3333333333333333,0.29154337330633856,1
8765,C,Flight,0.0,1,-0.7073170731707317,-1.0,medium,M,-0.5,0.3351502881171157,0
8766,F,Flight,-0.5,5,-0.4268292682926829,0.0,low,M,-0.8333333333333334,0.2379691636816695,0
8767,D,Flight,0.5,5,-0.3902439024390244,0.0,low,F,0.3333333333333333,0.38592119607537767,0
8768,F,Flight,0.0,4,-0.06097560975609756,2.5,low,F,0.0,0.21896900794268806,0
8769,A,Flight,0.5,5,-0.9390243902439024,0.0,medium,F,-0.3333333333333333,0.2071328453511914,0
8770,B,Flight,0.5,2,-0.4878048780487805,2.0,medium,M,0.16666666666666666,0.15791932720760007,0
8771,C,Flight,-0.5,4,0.45121951219512196,0.0,medium,M,-0.3333333333333333,0.4544463479208846,1
8772,F,Flight,0.5,4,0.07317073170731707,-1.0,medium,M,0.16666666666666666,0.2878056377511291,0
8773,D,Flight,-0.5,3,-0.21951219512195122,1.0,low,F,0.3333333333333333,0.4616103410683694,1
8774,F,Flight,-0.5,1,-0.6341463414634146,0.0,medium,F,0.5,0.491200747547111,0
8775,A,Flight,0.0,2,0.34146341463414637,-1.0,medium,F,0.16666666666666666,0.34075689144992993,1
8776,B,Flight,0.0,3,0.14634146341463414,0.0,medium,M,0.5,0.3600685251518455,0
8777,C,Flight,-0.5,1,-1.3780487804878048,0.0,medium,M,0.0,0.039246223329699424,1
8778,F,Flight,0.5,2,0.14634146341463414,0.0,medium,F,-1.0,0.40554430774022737,0
8779,D,Flight,0.5,3,0.8048780487804879,2.5,high,M,-0.3333333333333333,0.13580439183927737,0
8780,F,Flight,0.0,2,0.524390243902439,-1.0,high,M,-0.6666666666666666,-0.01277059648029902,1
8781,A,Flight,0.5,5,-0.35365853658536583,2.0,low,M,-0.3333333333333333,-0.02211493536832269,0
8782,B,Flight,-0.5,2,-0.18292682926829268,0.0,low,F,0.16666666666666666,0.3993147484815449,0
8783,C,Flight,-0.5,2,0.7195121951219512,0.0,high,M,0.16666666666666666,0.4999221305092665,1
8784,F,Flight,0.0,5,0.18292682926829268,1.0,medium,F,-0.16666666666666666,0.0024918237034729793,0
8785,D,Flight,-0.5,3,-0.18292682926829268,0.0,medium,F,-1.0,-0.04454134869957951,1
8786,F,Ship,-0.5,1,-0.7682926829268293,0.0,low,F,0.0,-0.023983803145927424,0
8787,A,Ship,0.5,1,-0.012195121951219513,-1.0,high,F,0.5,0.4541348699579505,1
8788,B,Ship,-0.5,4,-0.7682926829268293,0.0,medium,F,-0.6666666666666666,0.24575611275502257,0
8789,C,Ship,0.0,2,-0.024390243902439025,0.0,low,M,-0.3333333333333333,0.3937081451487307,0
8790,F,Ship,0.0,3,-0.47560975609756095,0.0,low,F,0.3333333333333333,0.21523127238747858,1
8791,D,Ship,-0.5,3,-0.3902439024390244,1.0,low,F,-0.8333333333333334,0.1859523438716711,1
8792,F,Ship,0.5,2,-0.036585365853658534,-1.0,medium,F,-0.8333333333333334,0.2890515496028656,0
8793,A,Ship,-0.5,1,-0.6585365853658537,0.0,medium,F,-0.3333333333333333,0.42828219903441833,0
8794,B,Ship,-0.5,5,0.6585365853658537,-1.0,medium,F,0.5,0.5438405232829777,0
8795,C,Ship,-0.5,5,-0.3170731707317073,1.0,medium,M,-0.6666666666666666,-0.0361314437003582,0
8796,F,Ship,-0.5,2,0.24390243902439024,0.0,medium,M,-0.3333333333333333,0.18937860146394642,1
8797,D,Ship,0.5,1,-0.7682926829268293,1.0,low,M,-0.3333333333333333,0.12459118517364896,0
8798,F,Ship,-0.5,3,-0.7804878048780488,-1.0,medium,M,0.3333333333333333,-0.015262420183771998,0
8799,A,Ship,-0.5,5,0.6585365853658537,0.0,low,F,-0.16666666666666666,0.007163993147484816,1
8800,B,Ship,-1.0,4,0.4146341463414634,0.0,low,F,0.0,-0.002180345740538857,0
8801,C,Ship,-0.5,3,0.21951219512195122,-1.0,medium,F,0.16666666666666666,0.43451175829310074,1
8802,F,Ship,0.5,2,-0.6097560975609756,0.0,medium,F,-0.16666666666666666,0.04765612832892073,0
8803,D,Ship,-0.5,3,-0.036585365853658534,0.0,medium,M,-0.6666666666666666,0.38311789440897054,1
8804,F,Ship,-0.5,5,-0.23170731707317074,-1.0,medium,F,0.3333333333333333,0.5242174116181281,0
8805,A,Ship,0.0,5,-0.07317073170731707,-1.0,low,F,-0.5,0.5239059336551939,0
8806,B,Ship,-0.5,1,-0.4634146341463415,-1.0,medium,F,-0.5,0.491200747547111,0
8807,C,Ship,0.5,2,0.5365853658536586,0.0,medium,F,0.16666666666666666,0.2404609873851425,0
8808,F,Ship,0.0,4,0.12195121951219512,0.0,medium,F,-1.0,0.02554119296059804,0
8809,D,Ship,0.0,4,0.5975609756097561,0.0,medium,M,-1.0,0.3532160099672948,1
8810,F,Ship,-0.5,1,-0.13414634146341464,2.5,medium,F,0.0,0.5506930384675284,1
8811,A,Ship,0.0,4,0.6341463414634146,2.5,medium,F,0.5,0.5457093910605825,0
8812,B,Ship,1.0,1,-0.3048780487804878,0.0,medium,F,0.3333333333333333,0.36349478274412084,0
8813,C,Ship,-0.5,1,0.34146341463414637,2.5,medium,F,0.16666666666666666,0.38997040959352125,0
8814,F,Ship,0.0,2,0.6219512195121951,1.0,medium,F,-0.6666666666666666,-0.00903286092508955,1
8815,D,Ship,-0.5,2,-0.926829268292683,2.5,low,M,-1.0,0.48964335773244044,1
8816,F,Ship,0.0,4,0.6585365853658537,0.0,low,F,0.3333333333333333,-0.009655816850957795,1
8817,A,Ship,0.0,3,-0.036585365853658534,2.5,high,M,0.3333333333333333,0.468151378289986,1
8818,B,Ship,1.0,3,-0.9390243902439024,2.5,low,F,-0.16666666666666666,0.5740538856875876,1
8819,C,Ship,0.0,5,0.24390243902439024,2.0,low,F,-0.8333333333333334,-0.9537455225042828,1
8820,F,Ship,0.5,4,0.34146341463414637,2.0,low,M,-1.0,-0.8029901884441676,1
8821,D,Ship,1.5,2,1.1341463414634145,1.0,low,M,0.16666666666666666,-0.80921974770285,0
8822,F,Ship,1.0,1,0.5609756097560976,1.0,low,F,-0.16666666666666666,-0.7422519856720137,0
8823,A,Ship,0.0,4,0.3048780487804878,2.0,low,F,-0.16666666666666666,-0.9064008721382962,0
8824,B,Ship,1.0,2,1.1097560975609757,1.0,low,F,0.3333333333333333,-0.8042361002959041,0
8825,C,Ship,0.5,2,0.4878048780487805,2.5,low,M,-0.3333333333333333,-0.7051861080828531,0
8826,F,Ship,-1.0,1,0.5365853658536586,2.0,low,M,0.5,-0.9120074754711104,1
